7891317129941;42.88;0.00
7891317129958;106.90;0.00
7891317158705;28.59;0.00
7897595900593;92.51;123.25
7897595901927;50.85;67.75
7897595900029;13.24;17.64
7897595903693;12.35;16.45
7896006211808;7.76;10.33
7896004817477;10.52;14.02
7896004713182;21.85;29.11
7896004710907;40.27;53.65
7896004710891;6.36;8.47
7896004703572;38.99;51.95
7896331702583;23.12;30.80
7896331702545;9.29;12.37
7898587900201;2747.63;0.00
7896016806322;188.22;260.20
7896016806001;847.02;1170.96
7896241225530;30.06;41.56
7896241221853;9.86;13.63
7896241225523;18.37;25.40
7896241225547;38.53;53.26
7896112411437;77.06;106.53
7896112419778;115.60;159.81
7896241225257;12.93;17.88
7896112411529;25.86;35.75
7896112419730;38.81;53.65
7896241225127;23.89;33.02
7896112411512;47.78;66.06
7896112419761;71.67;99.08
7898040325565;51.43;71.09
7898040325602;97.61;134.94
7899095249134;28.75;0.00
7898040321642;35.53;47.34
7898040320973;34.45;45.91
7898040321970;57.43;76.51
7896181900191;9.00;11.99
7896658000010;77.42;103.15
7896523209098;349.34;0.00
7899095233027;19.70;27.23
7891317002695;20.96;28.98
7896714214146;20.11;27.80
7896862981464;23.33;32.25
7899620912731;15.00;20.74
7896112191537;20.75;28.69
7896523209111;12.41;17.16
7895296271011;14.19;19.62
7896004710464;14.85;20.53
7896004710488;15.06;20.82
7894916140492;15.06;20.82
7896181924098;14.41;19.92
7896004710495;20.52;28.37
7895296271028;19.97;27.61
7896004710471;20.95;28.96
7894916140485;20.39;28.19
7896181924081;20.35;28.13
7896523209104;341.78;0.00
7896862980153;15.75;21.77
7896422509251;14.84;20.52
7898148292790;452.88;0.00
7899620912748;12.60;17.42
7896112191490;14.86;20.54
7896523209128;11.66;16.12
7891317002688;14.86;20.54
7896714214115;14.82;20.49
7899095233034;13.90;19.22
7896004722726;21.93;30.32
7896004722146;23.23;32.11
7896004722153;46.44;64.20
7895296118064;22.75;31.45
7895296118088;42.75;59.10
7894916144803;21.93;30.32
7896004722122;22.86;31.60
7897076909312;22.90;31.66
7898049795260;22.21;30.70
7897076909343;42.83;59.21
7898940658800;23.90;33.04
7896004716534;16.56;22.06
7896004716541;16.56;22.06
7893454300115;12.74;16.97
7898029550353;118.99;158.53
7898029550315;34.81;46.38
7898029550339;47.34;63.07
7898029550247;51.30;70.92
7898029550216;38.48;53.20
7898907313858;13.32;18.41
7898907313872;28.34;39.18
7896714241821;13.31;18.40
7898149934514;77.12;106.61
7898505093107;13.14;18.16
7896422515399;18.43;24.55
7896422515405;31.44;41.89
7898149934910;131.20;181.38
7896004721897;6.64;9.18
7898148294602;430.34;0.00
7896004721903;6.62;9.15
7896006267010;5.85;8.09
7896112101352;6.57;9.08
7896472503599;6.64;9.18
7898148294596;6.59;9.11
7899095232372;6.14;8.49
7899620912694;3.45;4.77
7896523210698;6.15;8.50
7896112132936;7.76;10.34
7896006267072;8.26;11.00
7896112127277;8.93;11.90
7896112132974;14.03;18.69
7899095230293;19.72;26.27
7896548138281;18.49;24.63
7897732604650;130.07;0.00
7897732601932;10.53;14.56
7897732602076;212.66;0.00
7897732601727;8.51;11.76
7896006259732;12.46;16.61
7896014655014;247.70;0.00
7896004708706;17.92;23.87
7896112158882;22.65;30.18
7899095233805;17.18;0.00
7896004713366;26.59;35.43
7899095233799;25.54;0.00
7896112158981;29.63;39.48
7896004713328;34.65;46.16
7891317001056;18.39;24.50
7891317448158;31.35;41.76
7898148297979;40.59;54.08
7898148298068;18.91;25.19
7896004715285;18.35;24.45
7891317001063;20.53;27.35
7891317448165;34.98;46.60
7891317001940;20.54;27.36
7891317002176;23.18;30.88
7898148296620;21.80;29.04
7896181922131;20.13;26.82
7894916143400;19.65;26.18
7896004715292;20.33;27.09
7898148299577;20.29;27.03
7896004713373;24.47;32.60
7894916142656;26.73;35.61
7896181922285;26.33;35.08
7898148296606;28.41;37.85
7894916142632;34.23;45.60
7896004713342;34.54;46.02
7891317001070;45.69;60.88
7897732603974;53.58;0.00
7897732696129;25.22;33.60
7896004715698;7.74;10.70
7891317454470;22.70;30.24
7896004708751;22.04;29.36
7894916141734;8.68;12.00
7898148293490;8.63;11.93
7899095230026;9.88;13.66
7891317465643;8.68;12.00
7896658006920;39.57;52.72
7896658006432;30.28;40.34
7896658007170;50.49;67.27
7897917000871;50.91;70.37
7897917000864;21.06;28.05
7896523216683;63.36;87.59
7896523200637;10.93;14.57
7896331702279;16.90;22.51
7896006202875;51.41;71.07
7895296217026;52.48;72.55
7895296217019;90.92;125.69
7897076907400;26.30;36.36
7891317001513;53.90;74.51
7891721023477;75.34;104.15
7896112128762;53.90;74.51
7896181918189;78.46;108.47
7896422504058;54.22;74.96
7896714265339;54.81;75.77
7897076907417;54.81;75.77
7897595602626;77.58;107.25
7898216367429;58.85;81.35
7899547503067;451.55;624.24
7896523216621;59.25;81.91
7898075315500;59.25;81.91
7896523216652;2602.34;0.00
7897595635198;80.01;110.61
7898216365449;45.64;63.10
7897076907424;52.63;72.76
7897076907431;109.64;151.57
7891721023484;147.92;204.49
7896422504065;118.33;163.58
7897595603494;147.92;204.49
7898216367399;20.45;27.25
7896112128847;16.48;21.96
7898148299324;1317.58;0.00
7891721200915;15.17;20.21
7895296269018;18.01;23.99
7896004714011;16.05;21.38
7896004715933;18.17;24.21
7896181901143;16.17;21.54
7896422505741;17.68;23.56
7896472502981;15.51;20.67
7896523207629;16.07;21.41
7896676405835;16.03;21.36
7896714265308;16.79;22.37
7897595608758;19.55;26.05
7897917002820;23.35;31.11
7898075315470;11.49;15.31
7898148299317;16.00;21.31
7898158696335;16.70;22.21
7899095202092;16.83;22.42
7894916143295;16.15;21.52
7896523208084;39.25;52.30
7896523224534;6.07;8.07
7896523208091;23.46;31.25
7899620912243;57.20;0.00
7896523224596;4.69;6.25
7896714208206;27.76;36.98
7898148298501;27.75;36.97
7895296034029;35.94;47.88
7896004726885;36.09;48.08
7896004720876;14.34;19.82
7894916144261;14.34;19.82
7896004720869;14.31;19.78
7896422516877;7.15;9.88
7896181911517;14.07;19.45
7896422517195;14.31;19.78
7894916144971;29.80;39.70
7896004723020;29.80;39.70
7896014670055;12.31;16.40
7896112401230;10.84;14.98
7898272941533;328.72;0.00
7898272941557;2695.55;0.00
7898272941564;6574.52;0.00
7898272941540;1314.90;0.00
7897595633651;841.19;0.00
7891317459222;841.23;0.00
7898564760033;3433.52;0.00
7896014663524;8412.03;0.00
7896241232903;41.53;57.41
7898495604727;50.99;70.49
7898158693556;14.41;19.16
7896261010451;1686.66;2331.71
7896082900351;26.13;34.81
7898549753425;50.97;0.00
7898549756013;48.06;0.00
7898549756624;8.45;0.00
7898549756617;8.45;0.00
7898549756631;8.45;0.00
7898549750233;19.43;0.00
7896082900405;20.66;0.00
7896082900504;13.41;0.00
7896082900856;12.64;0.00
7896082900399;18.68;0.00
7898549750226;20.47;0.00
7896082900054;7.87;0.00
7896082900436;20.88;0.00
7896082900047;24.90;33.17
7896006213710;16.80;0.00
7896004734057;58.12;80.35
7896004734064;107.30;148.34
7896226505879;1574.16;0.00
7896226505855;629.67;0.00
