7891317129941;4707603680023;44.74;0.00
7891317129958;4707603680023;111.53;0.00
7891317158705;4707603680023;29.83;0.00
7897595900593;1130009950048;92.51;123.25
7897595901927;1130009950031;50.85;67.75
7897595900029;1130009950013;13.24;17.64
7897595903693;1130009910021;12.89;17.17
7896006211808;1049700890109;8.10;10.79
7896004817477;1023512070029;10.98;14.63
7896004713182;1023505080278;22.80;30.38
7896004710907;1023505080219;42.01;55.97
7896004710891;1023505080197;6.64;8.85
7896004703572;1023505080030;40.68;54.20
7896331702583;1068901530020;24.12;32.14
7896331702545;1068901530012;9.69;12.91
7898587900201;1557300340037;2866.60;0.00
7896016806322;1018002790058;196.36;271.45
7896016806001;1018002790082;883.69;1221.64
7896241225530;1097401000085;31.36;43.36
7896241221853;1097401000026;9.86;13.63
7896241225523;1097401000050;19.17;26.50
7896241225547;1097400920075;40.20;55.57
7896112411437;1097400920131;80.40;111.14
7896112419778;1097400920148;120.61;166.73
7896241225257;1097400920059;13.49;18.65
7896112411529;1097400920113;26.99;37.31
7896112419730;1097400920164;40.49;55.98
7896241225127;1097400920091;24.92;34.46
7896112411512;1097400920121;49.85;68.91
7896112419761;1097400920156;74.77;103.37
7898040325565;1039001920031;53.54;74.02
7898040325602;1039001920074;101.62;140.48
7899095249134;1542302160011;28.75;0.00
7898040321642;1039001710029;35.53;47.34
7898040320973;1039001410017;35.94;47.88
7898040321970;1039001410076;59.91;79.82
7896181900191;1121300010015;9.39;12.51
7896658000010;1057302060014;80.77;107.61
7896523209098;1438101310038;384.27;0.00
7899095233027;1542301230016;20.55;28.41
7891317002695;1004307850021;21.87;30.23
7896714214146;1558403980037;20.98;29.00
7896862981464;1091701050021;24.34;33.64
7899620912731;;15.00;20.74
7896112191537;1037004620253;21.65;29.93
7896523209111;1438101310011;12.95;17.90
7895296271042;1267500710014;14.80;20.46
7896004710464;1023506580010;15.49;21.41
7896004710488;1058303150014;15.71;21.72
7894916140492;1677303210038;15.71;21.72
7896181924098;1121303330036;15.03;20.78
7896004710495;1058303150049;21.41;29.60
7895296271035;1267500710022;20.84;28.81
7896004710471;1023506580029;21.86;30.22
7894916140485;1677303210046;21.27;29.40
7896181924081;1121303330044;21.23;29.35
7896523209104;1438101310046;375.96;0.00
7896862980153;1091701050011;16.43;22.71
7896422509251;1832600370016;15.48;21.40
7898148292790;1256801590128;472.48;0.00
7899620912748;;12.60;17.42
7896112191490;1037004620296;15.50;21.43
7896523209128;1438101310021;12.16;16.82
7891317002688;1004307850011;15.50;21.43
7896714214115;1558403980010;15.46;21.37
7899095233034;1542301230032;14.50;20.05
7896004722726;1677300650101;22.88;31.63
7896004722146;1058307420040;24.24;33.51
7896004722153;1058307420083;48.45;66.98
7895296118064;1267501560032;23.74;32.82
7895296118088;1267501560075;44.60;61.66
7894916144803;1677303570034;22.88;31.63
7896004722122;1023510530049;23.85;32.97
7897076909312;1235201000025;23.89;33.03
7898049795260;1039201720011;23.17;32.03
7897076909343;1235201000033;44.68;61.77
7898940658800;1565100640011;23.90;33.04
7896004716534;1023508410031;16.86;22.46
7896004716541;1058305410031;17.28;23.02
7895296309011;1267502900041;22.88;31.63
7893454300115;1044000050025;13.29;17.71
7898029550353;1127800750091;118.99;158.53
7898029550315;1127800750059;34.81;46.38
7898029550339;1127800750075;47.34;63.07
7898029550247;1127800740053;51.30;70.92
7898029550216;1127800740029;38.48;53.20
7898907313858;1558900040016;13.89;19.20
7898907313872;1558900040032;29.56;40.86
7896714241821;1558404000011;13.89;19.20
7898149934514;1064601740019;80.46;111.22
7898505093107;1779400290019;13.70;18.94
7896422515399;1832602260013;19.23;25.62
7896422515405;1832602550011;32.80;43.70
7898149934910;1064601720018;136.88;189.23
7896004721897;1058305440011;6.93;9.58
7898148294602;1256801260020;448.97;0.00
7896004721903;1023508480013;6.91;9.55
7896006267010;1049713340019;6.10;8.44
7896112101352;1037004790019;6.85;9.47
7896472503599;1181901730015;6.93;9.58
7898148294596;1256801260012;6.87;9.23
7899095232372;1542300750016;6.41;8.85
7899620912694;;3.45;4.77
7896523210698;1438101450018;6.42;8.87
7896112132936;1037005270019;8.10;10.79
7896006267072;1049713330013;8.62;11.48
7896112127277;1037005270035;9.32;12.42
7896112132974;1037005270078;14.64;19.50
7899095230293;1542301900011;20.57;27.41
7896548138281;1006810910017;19.29;25.70
7897732604650;1096300460023;135.70;187.60
7897732601932;1096300460041;10.98;15.18
7897732602076;1096300460066;221.86;0.00
7897732601727;1096300460058;8.87;12.26
7896006259732;1049713170016;13.00;17.32
7896014655014;1163700730028;247.70;0.00
7896004708706;1023506310013;18.70;24.91
7896112158882;1037005800034;23.63;31.48
7896004713366;1023506300085;27.74;36.96
7896112158981;1037005800131;30.91;41.18
7896004713328;1058302890057;36.15;48.16
7891317001056;1004307720010;19.19;25.57
7898148297979;1256801270077;42.34;56.90
7898148298068;1256801270042;19.72;26.50
7896004715285;1058302860026;19.15;25.51
7891317001063;1004307720029;21.42;28.54
7891317001940;1004307710015;21.43;28.55
7891317002176;1004307710023;24.18;32.22
7898148296620;1256801000029;22.74;30.56
7896181922131;1121304860111;21.00;27.98
7894916143400;1677302110031;20.50;27.31
7896004715292;1023506300026;21.21;28.26
7898148299577;1256801270018;21.16;28.43
7896004713373;1058302860069;25.53;34.01
7894916142656;1677302110064;27.89;37.16
7896181922285;1121304860233;27.47;36.60
7898148296606;1256801000053;29.64;39.83
7894916142632;1677302220031;36.04;48.02
7896004713342;1023506310048;36.04;48.02
7891317001070;1004307720037;47.67;63.51
7897732603974;1096300360101;58.94;0.00
7897732696129;1096300360010;27.74;36.96
7896004715698;1023511440027;7.91;10.94
7896004708751;1023506500017;22.99;30.63
7896004708768;1058304070022;22.49;29.96
7896004712031;1058303930011;9.13;12.62
7894916141734;1677303220017;9.06;12.52
7898148293490;1256801220010;9.00;12.09
7899095230026;1542301310011;10.31;14.25
7896658006920;1057303410085;41.28;55.00
7896658006432;1057303410034;31.59;42.09
7896658007170;1057303410123;52.68;70.19
7897917000871;1057100840042;50.91;70.37
7897917000864;1057100880036;21.06;28.05
7896523216683;1438100230057;66.10;91.38
7896523200637;1438100230014;11.40;15.20
7896331702279;1068901100018;17.63;23.49
7896006202875;1049714160065;53.64;74.15
7895296217026;1267500170028;54.75;75.69
7895296436014;1267502870035;62.66;86.62
7895296217019;1267500170011;94.86;131.14
7897076907400;1235200570014;27.43;37.92
7891317001513;1004312220012;56.23;77.73
7891721023477;1008902800028;78.60;108.66
7896112128762;1037006100011;56.23;77.73
7896181918189;1121304110031;81.86;113.17
7896422504058;1832602830022;56.57;78.20
7896714265339;1558404780041;57.18;79.05
7897076907417;1235200570022;57.18;79.05
7897595602626;1004703290035;80.93;111.88
7898216367429;1410700970027;61.39;84.87
7899547503067;1256801630057;471.10;633.13
7896523216621;1438101810057;61.82;85.46
7898075315500;1048101110057;61.82;85.46
7897595635198;1004703290094;83.47;115.39
7898216365449;1410700970035;47.62;65.83
7897076921826;1235200570073;150.99;208.73
7897076907424;1235200570030;54.90;75.90
7897076907431;1235200570049;114.38;158.12
7891721023484;1008902800060;154.33;213.35
7896422504065;1832602830065;123.45;170.66
7897595603494;1004703290043;154.32;213.34
7898216367399;1410700970019;21.34;28.43
7896112128847;1037006100036;17.19;22.90
7898148299324;1256801110029;1374.63;0.00
7891721200915;1008903340063;15.82;21.08
7895296269018;1267500690013;18.79;25.03
7896004714011;1058304580012;16.75;22.32
7896004715933;1023512270028;18.96;25.26
7896181901143;1121304100034;16.87;22.48
7896422505741;1832601600015;18.45;24.58
7896472502981;1181900650018;16.18;21.56
7896523207629;1438101810014;16.77;22.34
7896676405835;1029802500017;16.72;22.28
7896714265308;1558404780015;17.52;23.34
7897595608758;1004704610041;20.39;27.17
7897917002820;1057101470011;23.35;31.11
7898075315470;1048101110014;11.99;15.94
7898148299317;1256801110010;16.69;22.43
7898158696335;1156001650030;17.42;23.17
7899095202092;1542300530016;17.56;23.40
7894916143295;1677302230019;16.85;22.45
7896523208084;1438101040049;40.95;54.56
7896523224534;1438101040146;6.15;8.19
7896523208091;1438101040022;24.48;32.60
7899620912243;;57.20;0.00
7896523224596;1438101040091;4.89;6.52
7896714208206;1558401060011;28.96;38.58
7898148298501;1256802430027;28.95;38.90
7895296034029;1267501170021;37.50;49.96
7896004726885;1023509520027;36.75;48.96
7896004720876;1058307920043;14.96;20.68
