7898133136535;;4,9677;5,96124
7898133139741;;12,89775;15,4773
7899470801414;;14,036;16,8432
7898133130236;;6,40755;7,68906
7898133134630;;7,93875;9,5265
7898133136634;;7,5777;9,09324
7898133136757;;9,5091;11,41092
7899470802725;;37,874;45,4488
7899470805726;;7,7778;9,33336
7898133138560;;8,874;10,6488
7898133131783;;9,6831;11,61972
7899470805290;;20,7495;24,8994
7898133135941;;10,06155;12,07386
7899470802565;;10,15;12,18
7899470805849;;2,871;3,4452
7898133135699;;9,135;10,962
7899470804149;;28,4345;34,1214
7898133137549;;9,70485;11,64582
7899470802282;;13,88085;16,65702
7899470803067;;15,96885;19,16262
7898133131110;;5,75505;6,90606
7898133131400;;2,75355;3,30426
7898133139253;;7,08615;8,50338
7898133139246;;7,08615;8,50338
7898133139277;;7,08615;8,50338
7898133139260;;7,08615;8,50338
7898133139239;;7,08615;8,50338
7898133137297;;11,4579;13,74948
7898133137334;;10,005;12,006
7898133137310;;11,81895;14,18274
7898133137358;;9,99195;11,99034
7898133137372;;11,84505;14,21406
7898133137396;;10,00935;12,01122
7898133134234;;7,6473;9,17676
7898133134760;;9,0915;10,9098
7898133134753;;11,47965;13,77558
7899470804491;;51,4025;61,683
7898133136085;;9,2742;11,12904
7898133138898;;8,27805;9,93366
7898133139420;;13,311;15,9732
7898133134715;;11,136;13,3632
7898133137969;;7,66905;9,20286
7899470802275;;3,62355;4,34826
7899470802268;;3,31035;3,97242
7898133130229;;4,38915;5,26698
7899470807225;;4,4457;5,33484
17899470804528;;23,6814;28,41768
17899470804573;;6,4206;7,70472
7898133130403;;2,61;3,132
7898133131011;;5,2635;6,3162
7898133138751;;7,73865;9,28638
7898133131028;;7,38195;8,85834
7898133137419;;5,01555;6,01866
7898133137426;;10,47045;12,56454
7899470805061;;22,504;27,0048
7899470805641;;30,4355;36,5226
7898133135248;;8,4042;10,08504
7898133136382;;14,877;17,8524
7898133131387;;9,45255;11,34306
7898133134685;;20,44935;24,53922
7898133133770;;21,44985;25,73982
7899470805740;;9,4047;11,28564
7899470805917;;9,4047;11,28564
17899470806027;;30,9024;37,08288
7899470803104;;20,503;24,6036
7898133131066;;5,0634;6,07608
7898133134340;;6,3597;7,63164
7898133137457;;9,73095;11,67714
7898133131059;;7,3167;8,78004
7898133136047;;13,9026;16,68312
7899470800882;;19,35315;23,22378
7898133135163;;11,8233;14,18796
7898133131509;;9,71355;11,65626
7898133137471;;7,52985;9,03582
7898133130410;;4,06725;4,8807
7899470805221;;24,0903;28,90836
7898133137242;;16,4256;19,71072
7898133136450;;24,3948;29,27376
7899470803975;;26,25225;31,5027
7898133135606;;17,00415;20,40498
7899470800240;;7,2471;8,69652
7899470800264;;30,3369;36,40428
7896011125510;;7,92135;9,50562
7898133131035;;4,59795;5,51754
7899470800325;;9,7701;11,72412
7898133131820;;11,14905;13,37886
7898133131837;;12,5889;15,10668
