7891317129941;4707603680023
7891317129958;4707603680023
7891317158705;4707603680023
7897595900593;1130009950048
7897595901927;1130009950031
7897595900029;1130009950013
7897595903693;1130009910021
7896006211808;1049700890109
7896004817477;1023510590017
7896004713182;1023505080278
7896004710907;1023505080219
7896004710891;1023505080197
7896004703572;1023505080030
7896331702583;1068901530020
7896331702545;1068901530012
7898587900201;1557300340037
7896016806322;1018002790058
7896016806001;1018002790082
7896241225530;1097401000085
7896241221853;1097401000026
7896241225523;1097401000050
7896241225547;1097400920075
7896112411437;1097400920131
7896112419778;1097400920148
7896241225257;1097400920059
7896112411529;1097400920113
7896112419730;1097400920164
7896241225127;1097400920091
7896112411512;1097400920121
7896112419761;1097400920156
7898040325565;1039001920031
7898040325602;1039001920074
7899095249134;1542302160011
7898040321642;1039001710029
7898040320973;1039001410017
7898040321970;1039001410076
7896181900191;1121300010015
7896658000010;1057302060014
7896523209098;1438101310038
7899095233027;1542301230016
7891317002695;1004307850021
7896714214146;1558403980037
7896862981464;1091701050021
7899620912731;
7896112191537;1037004620253
7896523209111;1438101310011
7895296271011;1267500710014
7896004710464;1023506580010
7896004710488;1058303150014
7894916140492;1677303210038
7896181924098;1121303330036
7896004710495;1058303150049
7895296271028;1267500710022
7896004710471;1023506580029
7894916140485;1677303210046
7896181924081;1121303330044
7896523209104;1438101310046
7896862980153;1091701050011
7896422509251;1832600370016
7898148292790;1256801590128
7899620912748;
7896112191490;1037004620296
7896523209128;1438101310021
7891317002688;1004307850011
7896714214115;1558403980010
7899095233034;1542301230032
7896004722726;1677300650101
7896004722146;1058307420040
7896004722153;1058307420083
7895296118064;1267501560032
7895296118088;1267501560075
7894916144803;1677303570034
7896004722122;1023510530049
7897076909312;1235201000025
7898049795260;1039201720011
7897076909343;1235201000033
7898940658800;1565100640011
7896004716534;1023508410031
7896004716541;1058305410031
7893454300115;1044000050025
7898029550353;1127800750091
7898029550315;1127800750059
7898029550339;1127800750075
7898029550247;1127800740053
7898029550216;1127800740029
7898907313858;1558900040016
7898907313872;1558900040032
7896714241821;1558404000011
7898149934514;1064601740019
7898505093107;1779400290019
7896422515399;1832602260013
7896422515405;1832602550011
7898149934910;1064601720018
7896004721897;1058305440011
7898148294602;1256801260020
7896004721903;1023508480013
7896006267010;1049713340019
7896112101352;1037004790019
7896472503599;1181901730015
7898148294596;1256801260012
7899095232372;1542300750016
7899620912694;
7896523210698;1438101450018
7896112132936;1037005270019
7896006267072;1049713330013
7896112127277;1037005270035
7896112132974;1037005270078
7899095230293;1542301900011
7896548138281;1006810910017
7897732604650;1096300460023
7897732601932;1096300460041
7897732602076;1096300460066
7897732601727;1096300460058
7896006259732;1049713170016
7896014655014;1163700730028
7896004708706;1023506310013
7896112158882;1037005800034
7899095233805;1542301080073
7896004713366;1023506300085
7899095233799;1542301080030
7896112158981;1037005800131
7896004713328;1058302890057
7891317001056;1004307720010
7891317448158;1004307720045
7898148297979;1256801270077
7898148298068;1256801270042
7896004715285;1058302860026
7891317001063;1004307720029
7891317448165;1004307720061
7891317001940;1004307710015
7891317002176;1004307710023
7898148296620;1256801000029
7896181922131;1121304860111
7894916143400;1677302110031
7896004715292;1023506300026
7898148299577;1256801270018
7896004713373;1058302860069
7894916142656;1677302110064
7896181922285;1121304860233
7898148296606;1256801000053
7894916142632;1677302220031
7896004713342;1023506310048
7891317001070;1004307720037
7897732603974;1096300360101
7897732696129;1096300360010
7896004715698;1023500360013
7891317454470;1004309730064
7896004708751;1023506500017
7894916141734;1677303220017
7898148293490;1256801220010
7899095230026;1542301310011
7891317465643;1004310430011
7896658006920;1057303410085
7896658006432;1057303410034
7896658007170;1057303410123
7897917000871;1057100840042
7897917000864;1057100880036
7896523216683;1438100230057
7896523200637;1438100230014
7896331702279;1068901100018
7896006202875;1049714160065
7895296217026;1267500170028
7895296217019;1267500170011
7897076907400;1235200570014
7891317001513;1004312220012
7891721023477;1008902800028
7896112128762;1037006100011
7896181918189;1121304110031
7896422504058;1832602830022
7896714265339;1558404780041
7897076907417;1235200570022
7897595602626;1004703290035
7898216367429;1410700970027
7899547503067;1256801630057
7896523216621;1438101810057
7898075315500;1048101110057
7896523216652;1438101810081
7897595635198;1004703290094
7898216365449;1410700970035
7897076907424;1235200570030
7897076907431;1235200570049
7891721023484;1008902800060
7896422504065;1832602830065
7897595603494;1004703290043
7898216367399;1410700970019
7896112128847;1037006100036
7898148299324;1256801110029
7891721200915;1008903340063
7895296269018;1267500690013
7896004714011;1058304580012
7896004715933;1023512270028
7896181901143;1121304100034
7896422505741;1832601600015
7896472502981;1181900650018
7896523207629;1438101810014
7896676405835;1029802500017
7896714265308;1558404780015
7897595608758;1004704610041
7897917002820;1057101470011
7898075315470;1048101110014
7898148299317;1256801110010
7898158696335;1156001650030
7899095202092;1542300530016
7894916143295;1677302230019
7896523208084;1438101040049
7896523224534;1438101040146
7896523208091;1438101040022
7899620912243;
7896523224596;1438101040091
7896714208206;1558401060011
7898148298501;1256802430027
7895296034029;1267501170021
7896004726885;1023509520027
7896004720876;1058307920043
7894916144261;1677304200044
7896004720869;1023508560041
7896422516877;1832601000026
7896181911517;1121303600017
7896422517195;1832601000034
7894916144971;1677301510018
7896004723020;1023509900016
7896014670055;1163700990011
7896112401230;1097402580018
7898272941533;1468200320017
7898272941557;1468200320033
7898272941564;1468200320041
7898272941540;1468200320025
7897595633651;1004706010051
7891317459222;1004310260017
7898564760033;1556200380039
7896014663524;1163701290031
7896241232903;1097401910022
7898495604727;1156000820072
7898158693556;1156000820013
7896261010451;1006810260012
7896082900351;1097402390049
7898549753425;2005500110011
7898549756013;2005500130010
7898549756624;
7898549756617;
7898549756631;
7898549750233;
7896082900405;2005500060012
7896082900504;2012104420019
7896082900856;
7896082900399;2005500030016
7898549750226;
7896082900054;2227700270014
7896082900436;2005500040011
7896082900047;1017400460017
7896006213710;
7896004734057;1058307310016
7896004734064;1058308440096
7896226505879;1010006550031
